Sample type,Days after inoculation,Date,Licor,Trial,Treatment,Species,Plant Number,Isolate Number,Unique Sample Number,Obs,Photosynthesis
1WetControl9,17,6/16/2018,6800,1,Wet,Control,9,,122,6,10.54306167
1WetControl9,17,6/16/2018,6800,1,Wet,Control,9,,122,7,10.60716832
1WetControl9,17,6/16/2018,6800,1,Wet,Control,9,,122,8,10.65270122
1WetControl9,17,6/16/2018,6800,1,Wet,Control,9,,122,9,10.68524289
1WetControl9,17,6/16/2018,6800,1,Wet,Control,9,,122,10,10.71732099
2WetControl10,13,6/12/2018,6800,2,Wet,Control,10,,123,1,5.682084611
2WetControl10,13,6/12/2018,6800,2,Wet,Control,10,,123,2,5.716012761
2WetControl10,13,6/12/2018,6800,2,Wet,Control,10,,123,3,5.730433959
2WetControl10,13,6/12/2018,6800,2,Wet,Control,10,,123,4,5.759324993
2WetControl10,13,6/12/2018,6800,2,Wet,Control,10,,123,5,5.770401795
2WetControl10,13,6/12/2018,6800,2,Wet,Control,10,,123,6,5.800764073
2WetControl10,13,6/12/2018,6800,2,Wet,Control,10,,123,7,5.803147171
2WetControl10,13,6/12/2018,6800,2,Wet,Control,10,,123,8,5.824634596
2WetControl10,13,6/12/2018,6800,2,Wet,Control,10,,123,9,5.826606965
2WetControl10,13,6/12/2018,6800,2,Wet,Control,10,,123,10,5.852758592
1DroughtControl10,13,6/12/2018,6800,1,Drought,Control,10,,128,1,0.343964694
1DroughtControl10,13,6/12/2018,6800,1,Drought,Control,10,,128,2,0.366686833
1DroughtControl10,13,6/12/2018,6800,1,Drought,Control,10,,128,3,0.380526299
1DroughtControl10,13,6/12/2018,6800,1,Drought,Control,10,,128,4,0.376008776
1DroughtControl10,13,6/12/2018,6800,1,Drought,Control,10,,128,5,0.449253303
1DroughtControl10,13,6/12/2018,6800,1,Drought,Control,10,,128,6,0.50193518
1DroughtControl10,13,6/12/2018,6800,1,Drought,Control,10,,128,7,0.566807245
1DroughtControl10,13,6/12/2018,6800,1,Drought,Control,10,,128,8,0.556569278
1DroughtControl10,13,6/12/2018,6800,1,Drought,Control,10,,128,9,0.671447468
1DroughtControl10,13,6/12/2018,6800,1,Drought,Control,10,,128,10,0.709789192
1WetControl6,13,6/12/2018,6800,1,Wet,Control,6,,129,1,1.139704916
1WetControl6,13,6/12/2018,6800,1,Wet,Control,6,,129,2,1.193785256
1WetControl6,13,6/12/2018,6800,1,Wet,Control,6,,129,3,1.363969572
1WetControl6,13,6/12/2018,6800,1,Wet,Control,6,,129,4,1.44303136
1WetControl6,13,6/12/2018,6800,1,Wet,Control,6,,129,5,1.485164921
1WetControl6,13,6/12/2018,6800,1,Wet,Control,6,,129,6,1.543778259
1WetControl6,13,6/12/2018,6800,1,Wet,Control,6,,129,7,1.563850015
1WetControl6,13,6/12/2018,6800,1,Wet,Control,6,,129,8,1.605907299
1WetControl6,13,6/12/2018,6800,1,Wet,Control,6,,129,9,1.650330226
1WetControl6,13,6/12/2018,6800,1,Wet,Control,6,,129,10,1.659412109
1WetControl8,13,6/12/2018,6800,1,Wet,Control,8,,134,1,4.994905424
1WetControl8,13,6/12/2018,6800,1,Wet,Control,8,,134,2,5.018550169
1WetControl8,13,6/12/2018,6800,1,Wet,Control,8,,134,3,5.04007898
1WetControl8,13,6/12/2018,6800,1,Wet,Control,8,,134,4,5.034433597
1WetControl8,13,6/12/2018,6800,1,Wet,Control,8,,134,5,5.036412906
1WetControl8,13,6/12/2018,6800,1,Wet,Control,8,,134,6,5.047375235
1WetControl8,13,6/12/2018,6800,1,Wet,Control,8,,134,7,5.03166038
1WetControl8,13,6/12/2018,6800,1,Wet,Control,8,,134,8,5.060601435
1WetControl8,13,6/12/2018,6800,1,Wet,Control,8,,134,9,5.062410709
1WetControl8,13,6/12/2018,6800,1,Wet,Control,8,,134,10,5.081815117
2DroughtControl10,9,6/8/2018,6800,2,Drought,Control,10,,136,1,0.14572614
2DroughtControl10,9,6/8/2018,6800,2,Drought,Control,10,,136,2,0.150314355
2DroughtControl10,9,6/8/2018,6800,2,Drought,Control,10,,136,3,0.145757703
2DroughtControl10,9,6/8/2018,6800,2,Drought,Control,10,,136,4,0.151391829
2DroughtControl10,9,6/8/2018,6800,2,Drought,Control,10,,136,5,0.168059792
2DroughtControl10,9,6/8/2018,6800,2,Drought,Control,10,,136,6,0.151983364
2DroughtControl10,9,6/8/2018,6800,2,Drought,Control,10,,136,7,0.159279606
2DroughtControl10,9,6/8/2018,6800,2,Drought,Control,10,,136,8,0.160819754
2DroughtControl10,9,6/8/2018,6800,2,Drought,Control,10,,136,9,0.150413953
2DroughtControl10,9,6/8/2018,6800,2,Drought,Control,10,,136,10,0.145774744
2DroughtControl5,9,6/8/2018,6800,2,Drought,Control,5,,139,1,0.075314793
2DroughtControl5,9,6/8/2018,6800,2,Drought,Control,5,,139,2,0.077499865
2DroughtControl5,9,6/8/2018,6800,2,Drought,Control,5,,139,3,0.088603703
2DroughtControl5,9,6/8/2018,6800,2,Drought,Control,5,,139,4,0.082839562
2DroughtControl5,9,6/8/2018,6800,2,Drought,Control,5,,139,5,0.090834409
2DroughtControl5,9,6/8/2018,6800,2,Drought,Control,5,,139,6,0.081228435
2DroughtControl5,9,6/8/2018,6800,2,Drought,Control,5,,139,7,0.070405841
2DroughtControl5,9,6/8/2018,6800,2,Drought,Control,5,,139,8,0.092877042
2DroughtControl5,9,6/8/2018,6800,2,Drought,Control,5,,139,9,0.081106361
2DroughtControl5,9,6/8/2018,6800,2,Drought,Control,5,,139,10,0.091135678
1DroughtControl5,9,6/8/2018,6800,1,Drought,Control,5,,141,1,4.593716743
1DroughtControl5,9,6/8/2018,6800,1,Drought,Control,5,,141,2,4.656900779
1DroughtControl5,9,6/8/2018,6800,1,Drought,Control,5,,141,3,4.697411021
1DroughtControl5,9,6/8/2018,6800,1,Drought,Control,5,,141,4,4.722816173
1DroughtControl5,9,6/8/2018,6800,1,Drought,Control,5,,141,5,4.709641144
1DroughtControl5,9,6/8/2018,6800,1,Drought,Control,5,,141,6,4.750031451
1DroughtControl5,9,6/8/2018,6800,1,Drought,Control,5,,141,7,4.833962622
1DroughtControl5,9,6/8/2018,6800,1,Drought,Control,5,,141,8,4.863489296
1DroughtControl5,9,6/8/2018,6800,1,Drought,Control,5,,141,9,4.867810975
1DroughtControl5,9,6/8/2018,6800,1,Drought,Control,5,,141,10,4.894188574
1WetControl9,9,6/8/2018,6800,1,Wet,Control,9,,142,1,7.975579061
1WetControl9,9,6/8/2018,6800,1,Wet,Control,9,,142,2,7.982432706
1WetControl9,9,6/8/2018,6800,1,Wet,Control,9,,142,3,8.004648051
1WetControl9,9,6/8/2018,6800,1,Wet,Control,9,,142,4,8.033213997
1WetControl9,9,6/8/2018,6800,1,Wet,Control,9,,142,5,8.0422715
1WetControl9,9,6/8/2018,6800,1,Wet,Control,9,,142,6,8.083341725
1WetControl9,9,6/8/2018,6800,1,Wet,Control,9,,142,7,8.156735501
1WetControl9,9,6/8/2018,6800,1,Wet,Control,9,,142,8,8.209664005
1WetControl9,9,6/8/2018,6800,1,Wet,Control,9,,142,9,8.26606636
1WetControl9,9,6/8/2018,6800,1,Wet,Control,9,,142,10,8.248856248
1DroughtControl1,9,6/8/2018,6800,1,Drought,Control,1,,146,1,1.564357908
1DroughtControl1,9,6/8/2018,6800,1,Drought,Control,1,,146,2,1.587219408
1DroughtControl1,9,6/8/2018,6800,1,Drought,Control,1,,146,3,1.603999883
1DroughtControl1,9,6/8/2018,6800,1,Drought,Control,1,,146,4,1.632548033
1DroughtControl1,9,6/8/2018,6800,1,Drought,Control,1,,146,5,1.641157848
1DroughtControl1,9,6/8/2018,6800,1,Drought,Control,1,,146,6,1.707660833
1DroughtControl1,9,6/8/2018,6800,1,Drought,Control,1,,146,7,1.717916808
1DroughtControl1,9,6/8/2018,6800,1,Drought,Control,1,,146,8,1.710473715
1DroughtControl1,9,6/8/2018,6800,1,Drought,Control,1,,146,9,1.734098376
1DroughtControl1,9,6/8/2018,6800,1,Drought,Control,1,,146,10,1.731856577
1DroughtBoth Pathogens9,9,6/8/2018,6800,1,Drought,Both Pathogens,9,,148,1,0.056716177
1DroughtBoth Pathogens9,9,6/8/2018,6800,1,Drought,Both Pathogens,9,,148,2,0.060557651
1DroughtBoth Pathogens9,9,6/8/2018,6800,1,Drought,Both Pathogens,9,,148,3,0.048639371
1DroughtBoth Pathogens9,9,6/8/2018,6800,1,Drought,Both Pathogens,9,,148,4,0.074653223
1DroughtBoth Pathogens9,9,6/8/2018,6800,1,Drought,Both Pathogens,9,,148,5,0.079118059
1DroughtBoth Pathogens9,9,6/8/2018,6800,1,Drought,Both Pathogens,9,,148,6,0.083266205
1DroughtBoth Pathogens9,9,6/8/2018,6800,1,Drought,Both Pathogens,9,,148,7,0.065465785
1DroughtBoth Pathogens9,9,6/8/2018,6800,1,Drought,Both Pathogens,9,,148,8,0.079451758
1DroughtBoth Pathogens9,9,6/8/2018,6800,1,Drought,Both Pathogens,9,,148,9,0.082495229
1DroughtBoth Pathogens9,9,6/8/2018,6800,1,Drought,Both Pathogens,9,,148,10,0.076017678
2WetBoth Pathogens4,6,6/5/2018,6800,2,Wet,Both Pathogens,4,,149,1,4.881699825
2WetBoth Pathogens4,6,6/5/2018,6800,2,Wet,Both Pathogens,4,,149,2,4.990193894
2WetBoth Pathogens4,6,6/5/2018,6800,2,Wet,Both Pathogens,4,,149,3,5.027894274
2WetBoth Pathogens4,6,6/5/2018,6800,2,Wet,Both Pathogens,4,,149,4,5.07509965
2WetBoth Pathogens4,6,6/5/2018,6800,2,Wet,Both Pathogens,4,,149,5,5.18807918
2WetBoth Pathogens4,6,6/5/2018,6800,2,Wet,Both Pathogens,4,,149,6,5.244894758
2WetBoth Pathogens4,6,6/5/2018,6800,2,Wet,Both Pathogens,4,,149,7,5.271399566
2WetBoth Pathogens4,6,6/5/2018,6800,2,Wet,Both Pathogens,4,,149,8,5.415397609
2WetBoth Pathogens4,6,6/5/2018,6800,2,Wet,Both Pathogens,4,,149,9,5.422780946
2WetBoth Pathogens4,6,6/5/2018,6800,2,Wet,Both Pathogens,4,,149,10,5.438652737
1WetBoth Pathogens3,6,6/5/2018,6800,1,Wet,Both Pathogens,3,,150,1,0.137233881
1WetBoth Pathogens3,6,6/5/2018,6800,1,Wet,Both Pathogens,3,,150,2,0.163097713
1WetBoth Pathogens3,6,6/5/2018,6800,1,Wet,Both Pathogens,3,,150,3,0.180848385
1WetBoth Pathogens3,6,6/5/2018,6800,1,Wet,Both Pathogens,3,,150,4,0.203999396
1WetBoth Pathogens3,6,6/5/2018,6800,1,Wet,Both Pathogens,3,,150,5,0.236611616
1WetBoth Pathogens3,6,6/5/2018,6800,1,Wet,Both Pathogens,3,,150,6,0.239047848
1WetBoth Pathogens3,6,6/5/2018,6800,1,Wet,Both Pathogens,3,,150,7,0.309185431
1WetBoth Pathogens3,6,6/5/2018,6800,1,Wet,Both Pathogens,3,,150,8,0.337009134
1WetBoth Pathogens3,6,6/5/2018,6800,1,Wet,Both Pathogens,3,,150,9,0.362681122
1WetBoth Pathogens3,6,6/5/2018,6800,1,Wet,Both Pathogens,3,,150,10,0.375014915
2DroughtBoth Pathogens4,6,6/5/2018,6800,2,Drought,Both Pathogens,4,,151,1,0.225734571
2DroughtBoth Pathogens4,6,6/5/2018,6800,2,Drought,Both Pathogens,4,,151,2,0.221295726
2DroughtBoth Pathogens4,6,6/5/2018,6800,2,Drought,Both Pathogens,4,,151,3,0.220547986
2DroughtBoth Pathogens4,6,6/5/2018,6800,2,Drought,Both Pathogens,4,,151,4,0.218850968
2DroughtBoth Pathogens4,6,6/5/2018,6800,2,Drought,Both Pathogens,4,,151,5,0.234402787
2DroughtBoth Pathogens4,6,6/5/2018,6800,2,Drought,Both Pathogens,4,,151,6,0.222174648
2DroughtBoth Pathogens4,6,6/5/2018,6800,2,Drought,Both Pathogens,4,,151,7,0.221890825
2DroughtBoth Pathogens4,6,6/5/2018,6800,2,Drought,Both Pathogens,4,,151,8,0.244566311
2DroughtBoth Pathogens4,6,6/5/2018,6800,2,Drought,Both Pathogens,4,,151,9,0.231677739
2DroughtBoth Pathogens4,6,6/5/2018,6800,2,Drought,Both Pathogens,4,,151,10,0.253716113
2DroughtBoth Pathogens10,6,6/5/2018,6800,2,Drought,Both Pathogens,10,,153,1,0.489225218
2DroughtBoth Pathogens10,6,6/5/2018,6800,2,Drought,Both Pathogens,10,,153,2,0.493767212
2DroughtBoth Pathogens10,6,6/5/2018,6800,2,Drought,Both Pathogens,10,,153,3,0.501764943
2DroughtBoth Pathogens10,6,6/5/2018,6800,2,Drought,Both Pathogens,10,,153,4,0.499231387
2DroughtBoth Pathogens10,6,6/5/2018,6800,2,Drought,Both Pathogens,10,,153,5,0.529959064
2DroughtBoth Pathogens10,6,6/5/2018,6800,2,Drought,Both Pathogens,10,,153,6,0.527445619
2DroughtBoth Pathogens10,6,6/5/2018,6800,2,Drought,Both Pathogens,10,,153,7,0.541815227
2DroughtBoth Pathogens10,6,6/5/2018,6800,2,Drought,Both Pathogens,10,,153,8,0.554264529
2DroughtBoth Pathogens10,6,6/5/2018,6800,2,Drought,Both Pathogens,10,,153,9,0.554438855
2DroughtBoth Pathogens10,6,6/5/2018,6800,2,Drought,Both Pathogens,10,,153,10,0.555254266
2DroughtControl1,6,6/5/2018,6800,2,Drought,Control,1,,154,1,0.146949719
2DroughtControl1,6,6/5/2018,6800,2,Drought,Control,1,,154,2,0.150705574
2DroughtControl1,6,6/5/2018,6800,2,Drought,Control,1,,154,3,0.170855641
2DroughtControl1,6,6/5/2018,6800,2,Drought,Control,1,,154,4,0.184013986
2DroughtControl1,6,6/5/2018,6800,2,Drought,Control,1,,154,5,0.1776571
2DroughtControl1,6,6/5/2018,6800,2,Drought,Control,1,,154,6,0.178988846
2DroughtControl1,6,6/5/2018,6800,2,Drought,Control,1,,154,7,0.205948952
2DroughtControl1,6,6/5/2018,6800,2,Drought,Control,1,,154,8,0.217926058
2DroughtControl1,6,6/5/2018,6800,2,Drought,Control,1,,154,9,0.23093797
2DroughtControl1,6,6/5/2018,6800,2,Drought,Control,1,,154,10,0.216180795
1WetControl1,6,6/5/2018,6800,1,Wet,Control,1,,156,1,8.524128175
1WetControl1,6,6/5/2018,6800,1,Wet,Control,1,,156,2,8.547766688
1WetControl1,6,6/5/2018,6800,1,Wet,Control,1,,156,3,8.548800312
1WetControl1,6,6/5/2018,6800,1,Wet,Control,1,,156,4,8.697649668
1WetControl1,6,6/5/2018,6800,1,Wet,Control,1,,156,5,8.646398502
1WetControl1,6,6/5/2018,6800,1,Wet,Control,1,,156,6,8.699674528
1WetControl1,6,6/5/2018,6800,1,Wet,Control,1,,156,7,8.692392468
1WetControl1,6,6/5/2018,6800,1,Wet,Control,1,,156,8,8.716905979
1WetControl1,6,6/5/2018,6800,1,Wet,Control,1,,156,9,8.717441515
1WetControl1,6,6/5/2018,6800,1,Wet,Control,1,,156,10,8.709767399
2WetControl10,6,6/5/2018,6800,2,Wet,Control,10,,157,1,7.474134263
2WetControl10,6,6/5/2018,6800,2,Wet,Control,10,,157,2,7.504544942
2WetControl10,6,6/5/2018,6800,2,Wet,Control,10,,157,3,7.475806348
2WetControl10,6,6/5/2018,6800,2,Wet,Control,10,,157,4,7.398841422
2WetControl10,6,6/5/2018,6800,2,Wet,Control,10,,157,5,7.21176189
2WetControl10,6,6/5/2018,6800,2,Wet,Control,10,,157,6,7.148679811
2WetControl10,6,6/5/2018,6800,2,Wet,Control,10,,157,7,7.08200492
2WetControl10,6,6/5/2018,6800,2,Wet,Control,10,,157,8,7.008816222
2WetControl10,6,6/5/2018,6800,2,Wet,Control,10,,157,9,6.849829985
2WetControl10,6,6/5/2018,6800,2,Wet,Control,10,,157,10,6.790823392
2DroughtControl2,6,6/5/2018,6800,2,Drought,Control,2,,158,1,1.165803629
2DroughtControl2,6,6/5/2018,6800,2,Drought,Control,2,,158,2,1.164443775
2DroughtControl2,6,6/5/2018,6800,2,Drought,Control,2,,158,3,1.141325944
2DroughtControl2,6,6/5/2018,6800,2,Drought,Control,2,,158,4,1.140458708
2DroughtControl2,6,6/5/2018,6800,2,Drought,Control,2,,158,5,1.128639446
2DroughtControl2,6,6/5/2018,6800,2,Drought,Control,2,,158,6,1.110036628
2DroughtControl2,6,6/5/2018,6800,2,Drought,Control,2,,158,7,1.101843158
2DroughtControl2,6,6/5/2018,6800,2,Drought,Control,2,,158,8,1.099618107
2DroughtControl2,6,6/5/2018,6800,2,Drought,Control,2,,158,9,1.097216639
2DroughtControl2,6,6/5/2018,6800,2,Drought,Control,2,,158,10,1.088295409
1WetControl4,6,6/5/2018,6800,1,Wet,Control,4,,161,1,2.760285209
1WetControl4,6,6/5/2018,6800,1,Wet,Control,4,,161,2,2.761231055
1WetControl4,6,6/5/2018,6800,1,Wet,Control,4,,161,3,2.8022171
1WetControl4,6,6/5/2018,6800,1,Wet,Control,4,,161,4,2.834318063
1WetControl4,6,6/5/2018,6800,1,Wet,Control,4,,161,5,2.835537536
1WetControl4,6,6/5/2018,6800,1,Wet,Control,4,,161,6,2.864754718
1WetControl4,6,6/5/2018,6800,1,Wet,Control,4,,161,7,2.88988996
1WetControl4,6,6/5/2018,6800,1,Wet,Control,4,,161,8,2.908992465
1WetControl4,6,6/5/2018,6800,1,Wet,Control,4,,161,9,2.916976284
1WetControl4,6,6/5/2018,6800,1,Wet,Control,4,,161,10,2.921780086
2WetControl9,6,6/5/2018,6800,2,Wet,Control,9,,162,1,3.91484262
2WetControl9,6,6/5/2018,6800,2,Wet,Control,9,,162,2,3.961494496
2WetControl9,6,6/5/2018,6800,2,Wet,Control,9,,162,3,4.033885759
2WetControl9,6,6/5/2018,6800,2,Wet,Control,9,,162,4,4.131050784
2WetControl9,6,6/5/2018,6800,2,Wet,Control,9,,162,5,4.149912553
2WetControl9,6,6/5/2018,6800,2,Wet,Control,9,,162,6,4.229935396
2WetControl9,6,6/5/2018,6800,2,Wet,Control,9,,162,7,4.29804293
2WetControl9,6,6/5/2018,6800,2,Wet,Control,9,,162,8,4.35033642
2WetControl9,6,6/5/2018,6800,2,Wet,Control,9,,162,9,4.454610332
2WetControl9,6,6/5/2018,6800,2,Wet,Control,9,,162,10,4.539407266
2WetControl9,6,6/5/2018,6800,2,Wet,Control,9,,162,11,4.559457501
