Sample type,Days after inoculation,Date,Licor,Trial,Treatment,Species,Plant Number,Isolate Number,Unique Sample Number,Obs,Photosynthesis
1DroughtIndigenous Pathogen 3,9,6/8/2018,6400,1,Drought,Indigenous Pathogen ,3,2,8,8,12.0556409
1DroughtIndigenous Pathogen 3,9,6/8/2018,6400,1,Drought,Indigenous Pathogen ,3,2,8,9,11.5899343
1DroughtIndigenous Pathogen 3,9,6/8/2018,6400,1,Drought,Indigenous Pathogen ,3,2,8,10,11.8399072
1WetExotic Pathogen 4,35,7/4/2018,6400,1,Wet,Exotic Pathogen ,4,2,11,1,-0.079932586
1WetExotic Pathogen 4,35,7/4/2018,6400,1,Wet,Exotic Pathogen ,4,2,11,2,7.642787665
1WetExotic Pathogen 4,35,7/4/2018,6400,1,Wet,Exotic Pathogen ,4,2,11,3,7.253950166
1WetExotic Pathogen 4,35,7/4/2018,6400,1,Wet,Exotic Pathogen ,4,2,11,4,8.073792602
1WetExotic Pathogen 4,35,7/4/2018,6400,1,Wet,Exotic Pathogen ,4,2,11,5,7.274036934
1WetExotic Pathogen 4,35,7/4/2018,6400,1,Wet,Exotic Pathogen ,4,2,11,6,9.208505947
1WetExotic Pathogen 4,35,7/4/2018,6400,1,Wet,Exotic Pathogen ,4,2,11,7,7.727522714
1WetExotic Pathogen 4,35,7/4/2018,6400,1,Wet,Exotic Pathogen ,4,2,11,8,7.82170652
1WetExotic Pathogen 4,35,7/4/2018,6400,1,Wet,Exotic Pathogen ,4,2,11,9,8.343360524
1WetExotic Pathogen 4,35,7/4/2018,6400,1,Wet,Exotic Pathogen ,4,2,11,10,8.13476126
1WetExotic Pathogen 4,35,7/4/2018,6400,1,Wet,Exotic Pathogen ,4,2,11,11,8.116032802
1WetExotic Pathogen 3,5,6/4/2018,6400,1,Wet,Exotic Pathogen ,3,2,19,1,-4.545420789
1WetExotic Pathogen 3,5,6/4/2018,6400,1,Wet,Exotic Pathogen ,3,2,19,2,-4.775540927
1WetExotic Pathogen 3,5,6/4/2018,6400,1,Wet,Exotic Pathogen ,3,2,19,3,-4.742159665
1WetExotic Pathogen 3,5,6/4/2018,6400,1,Wet,Exotic Pathogen ,3,2,19,4,-4.24703058
1WetExotic Pathogen 3,5,6/4/2018,6400,1,Wet,Exotic Pathogen ,3,2,19,5,-4.696092285
1WetExotic Pathogen 3,5,6/4/2018,6400,1,Wet,Exotic Pathogen ,3,2,19,6,-4.08449909
1WetExotic Pathogen 3,5,6/4/2018,6400,1,Wet,Exotic Pathogen ,3,2,19,7,-3.785858813
1WetExotic Pathogen 3,5,6/4/2018,6400,1,Wet,Exotic Pathogen ,3,2,19,8,-3.671431383
1WetExotic Pathogen 3,5,6/4/2018,6400,1,Wet,Exotic Pathogen ,3,2,19,9,-3.356319977
1WetExotic Pathogen 3,5,6/4/2018,6400,1,Wet,Exotic Pathogen ,3,2,19,10,-3.65890901
1WetExotic Pathogen 3,5,6/4/2018,6400,1,Wet,Exotic Pathogen ,3,2,19,11,-2.958175403
2WetIndigenous Pathogen 3,37,7/6/2018,6400,2,Wet,Indigenous Pathogen ,3,2,21,1,1.274881969
2WetIndigenous Pathogen 3,37,7/6/2018,6400,2,Wet,Indigenous Pathogen ,3,2,21,2,1.251902677
2WetIndigenous Pathogen 3,37,7/6/2018,6400,2,Wet,Indigenous Pathogen ,3,2,21,3,1.546440993
2WetIndigenous Pathogen 3,37,7/6/2018,6400,2,Wet,Indigenous Pathogen ,3,2,21,4,1.536027195
2WetIndigenous Pathogen 3,37,7/6/2018,6400,2,Wet,Indigenous Pathogen ,3,2,21,5,1.287805465
2WetIndigenous Pathogen 3,37,7/6/2018,6400,2,Wet,Indigenous Pathogen ,3,2,21,6,1.476417831
2WetIndigenous Pathogen 3,37,7/6/2018,6400,2,Wet,Indigenous Pathogen ,3,2,21,7,1.48237634
2WetIndigenous Pathogen 3,37,7/6/2018,6400,2,Wet,Indigenous Pathogen ,3,2,21,8,1.586971622
2WetIndigenous Pathogen 3,37,7/6/2018,6400,2,Wet,Indigenous Pathogen ,3,2,21,9,1.828344703
2WetIndigenous Pathogen 3,37,7/6/2018,6400,2,Wet,Indigenous Pathogen ,3,2,21,10,1.617187533
2WetIndigenous Pathogen 3,37,7/6/2018,6400,2,Wet,Indigenous Pathogen ,3,2,21,11,1.370942599
2WetExotic Pathogen 3,37,7/6/2018,6400,2,Wet,Exotic Pathogen ,3,2,22,1,6.956996584
2WetExotic Pathogen 3,37,7/6/2018,6400,2,Wet,Exotic Pathogen ,3,2,22,2,6.54228041
2WetExotic Pathogen 3,37,7/6/2018,6400,2,Wet,Exotic Pathogen ,3,2,22,3,6.736291413
2WetExotic Pathogen 3,37,7/6/2018,6400,2,Wet,Exotic Pathogen ,3,2,22,4,6.795240101
2WetExotic Pathogen 3,37,7/6/2018,6400,2,Wet,Exotic Pathogen ,3,2,22,5,6.835815665
2WetExotic Pathogen 3,37,7/6/2018,6400,2,Wet,Exotic Pathogen ,3,2,22,6,6.89398485
2WetExotic Pathogen 3,37,7/6/2018,6400,2,Wet,Exotic Pathogen ,3,2,22,7,6.446443265
2WetExotic Pathogen 3,37,7/6/2018,6400,2,Wet,Exotic Pathogen ,3,2,22,8,7.44210273
2WetExotic Pathogen 3,37,7/6/2018,6400,2,Wet,Exotic Pathogen ,3,2,22,9,7.53549197
2WetExotic Pathogen 3,37,7/6/2018,6400,2,Wet,Exotic Pathogen ,3,2,22,10,5.756265653
2DroughtIndigenous Pathogen 4,37,7/6/2018,6400,2,Drought,Indigenous Pathogen ,4,2,24,1,-0.675086104
2DroughtIndigenous Pathogen 4,37,7/6/2018,6400,2,Drought,Indigenous Pathogen ,4,2,24,2,-0.640408011
2DroughtIndigenous Pathogen 4,37,7/6/2018,6400,2,Drought,Indigenous Pathogen ,4,2,24,3,-0.673550668
2DroughtIndigenous Pathogen 4,37,7/6/2018,6400,2,Drought,Indigenous Pathogen ,4,2,24,4,-0.725229276
2DroughtIndigenous Pathogen 4,37,7/6/2018,6400,2,Drought,Indigenous Pathogen ,4,2,24,5,-0.367252142
2DroughtIndigenous Pathogen 4,37,7/6/2018,6400,2,Drought,Indigenous Pathogen ,4,2,24,6,-0.602954999
2DroughtIndigenous Pathogen 4,37,7/6/2018,6400,2,Drought,Indigenous Pathogen ,4,2,24,7,-0.664879324
2DroughtIndigenous Pathogen 4,37,7/6/2018,6400,2,Drought,Indigenous Pathogen ,4,2,24,8,-0.857793791
2DroughtIndigenous Pathogen 4,37,7/6/2018,6400,2,Drought,Indigenous Pathogen ,4,2,24,9,-0.061728861
2DroughtIndigenous Pathogen 4,37,7/6/2018,6400,2,Drought,Indigenous Pathogen ,4,2,24,10,-0.230107686
1DroughtExotic Pathogen 4,37,7/6/2018,6400,1,Drought,Exotic Pathogen ,4,2,33,1,1.841681555
1DroughtExotic Pathogen 4,37,7/6/2018,6400,1,Drought,Exotic Pathogen ,4,2,33,2,1.132671526
1DroughtExotic Pathogen 4,37,7/6/2018,6400,1,Drought,Exotic Pathogen ,4,2,33,3,1.975456668
1DroughtExotic Pathogen 4,37,7/6/2018,6400,1,Drought,Exotic Pathogen ,4,2,33,4,1.185651387
1DroughtExotic Pathogen 4,37,7/6/2018,6400,1,Drought,Exotic Pathogen ,4,2,33,5,1.081193212
1DroughtExotic Pathogen 4,37,7/6/2018,6400,1,Drought,Exotic Pathogen ,4,2,33,6,1.194484456
1DroughtExotic Pathogen 4,37,7/6/2018,6400,1,Drought,Exotic Pathogen ,4,2,33,7,1.044003025
1DroughtExotic Pathogen 4,37,7/6/2018,6400,1,Drought,Exotic Pathogen ,4,2,33,8,1.238371639
1DroughtExotic Pathogen 4,37,7/6/2018,6400,1,Drought,Exotic Pathogen ,4,2,33,9,1.166253676
1DroughtExotic Pathogen 4,37,7/6/2018,6400,1,Drought,Exotic Pathogen ,4,2,33,10,1.010996263
2WetIndigenous Pathogen 4,22,6/21/2018,6400,2,Wet,Indigenous Pathogen ,4,2,38,1,0.831740398
2WetIndigenous Pathogen 4,22,6/21/2018,6400,2,Wet,Indigenous Pathogen ,4,2,38,2,1.134825746
2WetIndigenous Pathogen 4,22,6/21/2018,6400,2,Wet,Indigenous Pathogen ,4,2,38,3,1.532284012
2WetIndigenous Pathogen 4,22,6/21/2018,6400,2,Wet,Indigenous Pathogen ,4,2,38,4,1.590440104
2WetIndigenous Pathogen 4,22,6/21/2018,6400,2,Wet,Indigenous Pathogen ,4,2,38,5,1.737958924
2WetIndigenous Pathogen 4,22,6/21/2018,6400,2,Wet,Indigenous Pathogen ,4,2,38,6,1.909586941
2WetIndigenous Pathogen 4,22,6/21/2018,6400,2,Wet,Indigenous Pathogen ,4,2,38,7,1.95387391
2WetIndigenous Pathogen 4,22,6/21/2018,6400,2,Wet,Indigenous Pathogen ,4,2,38,8,2.14743608
2WetIndigenous Pathogen 4,22,6/21/2018,6400,2,Wet,Indigenous Pathogen ,4,2,38,9,2.471498933
2WetIndigenous Pathogen 4,22,6/21/2018,6400,2,Wet,Indigenous Pathogen ,4,2,38,10,2.423292708
2WetIndigenous Pathogen 4,22,6/21/2018,6400,2,Wet,Indigenous Pathogen ,4,2,38,11,2.597988498
2WetExotic Pathogen 4,9,6/8/2018,6400,2,Wet,Exotic Pathogen ,4,2,55,1,13.24741321
2WetExotic Pathogen 4,9,6/8/2018,6400,2,Wet,Exotic Pathogen ,4,2,55,2,13.82891951
2WetExotic Pathogen 4,9,6/8/2018,6400,2,Wet,Exotic Pathogen ,4,2,55,3,12.61536111
2WetExotic Pathogen 4,9,6/8/2018,6400,2,Wet,Exotic Pathogen ,4,2,55,4,13.69315437
2WetExotic Pathogen 4,9,6/8/2018,6400,2,Wet,Exotic Pathogen ,4,2,55,5,12.56537058
2WetExotic Pathogen 4,9,6/8/2018,6400,2,Wet,Exotic Pathogen ,4,2,55,6,12.82967814
2WetExotic Pathogen 4,9,6/8/2018,6400,2,Wet,Exotic Pathogen ,4,2,55,7,12.81450931
2WetExotic Pathogen 4,9,6/8/2018,6400,2,Wet,Exotic Pathogen ,4,2,55,8,12.82176202
2WetExotic Pathogen 4,9,6/8/2018,6400,2,Wet,Exotic Pathogen ,4,2,55,9,12.87111383
2WetExotic Pathogen 4,9,6/8/2018,6400,2,Wet,Exotic Pathogen ,4,2,55,10,13.50953146
2WetExotic Pathogen 4,9,6/8/2018,6400,2,Wet,Exotic Pathogen ,4,2,55,11,12.55751869
1DroughtExotic Pathogen 3,35,7/4/2018,6800,1,Drought,Exotic Pathogen ,3,2,86,1,0.584532082
1DroughtExotic Pathogen 3,35,7/4/2018,6800,1,Drought,Exotic Pathogen ,3,2,86,2,0.634437498
1DroughtExotic Pathogen 3,35,7/4/2018,6800,1,Drought,Exotic Pathogen ,3,2,86,3,0.657435053
1DroughtExotic Pathogen 3,35,7/4/2018,6800,1,Drought,Exotic Pathogen ,3,2,86,4,0.688250599
1DroughtExotic Pathogen 3,35,7/4/2018,6800,1,Drought,Exotic Pathogen ,3,2,86,5,0.718889271
1DroughtExotic Pathogen 3,35,7/4/2018,6800,1,Drought,Exotic Pathogen ,3,2,86,6,0.74068593
1DroughtExotic Pathogen 3,35,7/4/2018,6800,1,Drought,Exotic Pathogen ,3,2,86,7,0.745969278
1DroughtExotic Pathogen 3,35,7/4/2018,6800,1,Drought,Exotic Pathogen ,3,2,86,8,0.774467075
1DroughtExotic Pathogen 3,35,7/4/2018,6800,1,Drought,Exotic Pathogen ,3,2,86,9,0.818010847
1DroughtExotic Pathogen 3,35,7/4/2018,6800,1,Drought,Exotic Pathogen ,3,2,86,10,0.830852051
1DroughtExotic Pathogen 3,35,7/4/2018,6800,1,Drought,Exotic Pathogen ,3,2,86,11,0.839485163
1WetIndigenous Pathogen 3,35,7/4/2018,6800,1,Wet,Indigenous Pathogen ,3,2,87,1,8.490750415
1WetIndigenous Pathogen 3,35,7/4/2018,6800,1,Wet,Indigenous Pathogen ,3,2,87,2,8.619344416
1WetIndigenous Pathogen 3,35,7/4/2018,6800,1,Wet,Indigenous Pathogen ,3,2,87,3,8.680410062
1WetIndigenous Pathogen 3,35,7/4/2018,6800,1,Wet,Indigenous Pathogen ,3,2,87,4,8.731726836
1WetIndigenous Pathogen 3,35,7/4/2018,6800,1,Wet,Indigenous Pathogen ,3,2,87,5,8.764635834
1WetIndigenous Pathogen 3,35,7/4/2018,6800,1,Wet,Indigenous Pathogen ,3,2,87,6,8.846409993
1WetIndigenous Pathogen 3,35,7/4/2018,6800,1,Wet,Indigenous Pathogen ,3,2,87,7,8.853630815
1WetIndigenous Pathogen 3,35,7/4/2018,6800,1,Wet,Indigenous Pathogen ,3,2,87,8,8.86655893
1WetIndigenous Pathogen 3,35,7/4/2018,6800,1,Wet,Indigenous Pathogen ,3,2,87,9,8.957049292
1WetIndigenous Pathogen 3,35,7/4/2018,6800,1,Wet,Indigenous Pathogen ,3,2,87,10,8.925824874
1DroughtIndigenous Pathogen 4,35,7/4/2018,6800,1,Drought,Indigenous Pathogen ,4,2,88,1,1.115058241
1DroughtIndigenous Pathogen 4,35,7/4/2018,6800,1,Drought,Indigenous Pathogen ,4,2,88,2,0.965422335
1DroughtIndigenous Pathogen 4,35,7/4/2018,6800,1,Drought,Indigenous Pathogen ,4,2,88,3,0.90238079
1DroughtIndigenous Pathogen 4,35,7/4/2018,6800,1,Drought,Indigenous Pathogen ,4,2,88,4,0.837797207
1DroughtIndigenous Pathogen 4,35,7/4/2018,6800,1,Drought,Indigenous Pathogen ,4,2,88,5,0.775564857
1DroughtIndigenous Pathogen 4,35,7/4/2018,6800,1,Drought,Indigenous Pathogen ,4,2,88,6,0.744480445
1DroughtIndigenous Pathogen 4,35,7/4/2018,6800,1,Drought,Indigenous Pathogen ,4,2,88,7,0.730686087
1DroughtIndigenous Pathogen 4,35,7/4/2018,6800,1,Drought,Indigenous Pathogen ,4,2,88,8,0.693578296
1DroughtIndigenous Pathogen 4,35,7/4/2018,6800,1,Drought,Indigenous Pathogen ,4,2,88,9,0.711759291
1DroughtIndigenous Pathogen 4,35,7/4/2018,6800,1,Drought,Indigenous Pathogen ,4,2,88,10,0.695163389
1DroughtIndigenous Pathogen 4,35,7/4/2018,6800,1,Drought,Indigenous Pathogen ,4,2,88,11,0.67614382
2DroughtExotic Pathogen 3,22,6/21/2018,6800,2,Drought,Exotic Pathogen ,3,2,99,1,0.075800395
2DroughtExotic Pathogen 3,22,6/21/2018,6800,2,Drought,Exotic Pathogen ,3,2,99,2,0.049709088
2DroughtExotic Pathogen 3,22,6/21/2018,6800,2,Drought,Exotic Pathogen ,3,2,99,3,0.069334649
2DroughtExotic Pathogen 3,22,6/21/2018,6800,2,Drought,Exotic Pathogen ,3,2,99,4,0.042523512
2DroughtExotic Pathogen 3,22,6/21/2018,6800,2,Drought,Exotic Pathogen ,3,2,99,5,0.003804792
2DroughtExotic Pathogen 3,22,6/21/2018,6800,2,Drought,Exotic Pathogen ,3,2,99,6,0.048034232
2DroughtExotic Pathogen 3,22,6/21/2018,6800,2,Drought,Exotic Pathogen ,3,2,99,7,0.056117252
2DroughtExotic Pathogen 3,22,6/21/2018,6800,2,Drought,Exotic Pathogen ,3,2,99,8,0.011975432
2DroughtExotic Pathogen 3,22,6/21/2018,6800,2,Drought,Exotic Pathogen ,3,2,99,9,0.042287356
2DroughtExotic Pathogen 3,22,6/21/2018,6800,2,Drought,Exotic Pathogen ,3,2,99,10,0.048502065
2WetExotic Pathogen 4,22,6/21/2018,6800,2,Wet,Exotic Pathogen ,4,2,100,1,6.638939692
2WetExotic Pathogen 4,22,6/21/2018,6800,2,Wet,Exotic Pathogen ,4,2,100,2,6.685775663
2WetExotic Pathogen 4,22,6/21/2018,6800,2,Wet,Exotic Pathogen ,4,2,100,3,6.852517256
2WetExotic Pathogen 4,22,6/21/2018,6800,2,Wet,Exotic Pathogen ,4,2,100,4,6.874413361
2WetExotic Pathogen 4,22,6/21/2018,6800,2,Wet,Exotic Pathogen ,4,2,100,5,6.91681554
2WetExotic Pathogen 4,22,6/21/2018,6800,2,Wet,Exotic Pathogen ,4,2,100,6,7.130353855
2WetExotic Pathogen 4,22,6/21/2018,6800,2,Wet,Exotic Pathogen ,4,2,100,7,7.100496584
2WetExotic Pathogen 4,22,6/21/2018,6800,2,Wet,Exotic Pathogen ,4,2,100,8,7.265043746
2WetExotic Pathogen 4,22,6/21/2018,6800,2,Wet,Exotic Pathogen ,4,2,100,9,7.314737469
2WetExotic Pathogen 4,22,6/21/2018,6800,2,Wet,Exotic Pathogen ,4,2,100,10,7.320072375
2WetExotic Pathogen 4,22,6/21/2018,6800,2,Wet,Exotic Pathogen ,4,2,100,11,7.460291368
2DroughtIndigenous Pathogen 4,22,6/21/2018,6800,2,Drought,Indigenous Pathogen ,4,2,105,1,0.024017873
2DroughtIndigenous Pathogen 4,22,6/21/2018,6800,2,Drought,Indigenous Pathogen ,4,2,105,2,0.022877799
2DroughtIndigenous Pathogen 4,22,6/21/2018,6800,2,Drought,Indigenous Pathogen ,4,2,105,3,0.005829909
2DroughtIndigenous Pathogen 4,22,6/21/2018,6800,2,Drought,Indigenous Pathogen ,4,2,105,4,0.026331845
2DroughtIndigenous Pathogen 4,22,6/21/2018,6800,2,Drought,Indigenous Pathogen ,4,2,105,5,0.02408622
2DroughtIndigenous Pathogen 4,22,6/21/2018,6800,2,Drought,Indigenous Pathogen ,4,2,105,6,0.013013075
2DroughtIndigenous Pathogen 4,22,6/21/2018,6800,2,Drought,Indigenous Pathogen ,4,2,105,7,0.019229569
2DroughtIndigenous Pathogen 4,22,6/21/2018,6800,2,Drought,Indigenous Pathogen ,4,2,105,8,0.000490337
2DroughtIndigenous Pathogen 4,22,6/21/2018,6800,2,Drought,Indigenous Pathogen ,4,2,105,9,0.016955305
2DroughtIndigenous Pathogen 4,22,6/21/2018,6800,2,Drought,Indigenous Pathogen ,4,2,105,10,-0.004806917
2DroughtIndigenous Pathogen 4,22,6/21/2018,6800,2,Drought,Indigenous Pathogen ,4,2,105,11,0.012474018
1DroughtIndigenous Pathogen 4,17,6/16/2018,6800,1,Drought,Indigenous Pathogen ,4,2,111,1,-0.010903563
1DroughtIndigenous Pathogen 4,17,6/16/2018,6800,1,Drought,Indigenous Pathogen ,4,2,111,2,-0.026763089
1DroughtIndigenous Pathogen 4,17,6/16/2018,6800,1,Drought,Indigenous Pathogen ,4,2,111,3,0.001878895
1DroughtIndigenous Pathogen 4,17,6/16/2018,6800,1,Drought,Indigenous Pathogen ,4,2,111,4,-0.007493147
1DroughtIndigenous Pathogen 4,17,6/16/2018,6800,1,Drought,Indigenous Pathogen ,4,2,111,5,-0.003252031
1DroughtIndigenous Pathogen 4,17,6/16/2018,6800,1,Drought,Indigenous Pathogen ,4,2,111,6,0.015350443
1DroughtIndigenous Pathogen 4,17,6/16/2018,6800,1,Drought,Indigenous Pathogen ,4,2,111,7,-0.011815235
1DroughtIndigenous Pathogen 4,17,6/16/2018,6800,1,Drought,Indigenous Pathogen ,4,2,111,8,0.004525697
1DroughtIndigenous Pathogen 4,17,6/16/2018,6800,1,Drought,Indigenous Pathogen ,4,2,111,9,-0.009776376
1DroughtIndigenous Pathogen 4,17,6/16/2018,6800,1,Drought,Indigenous Pathogen ,4,2,111,10,0.004050287
1WetIndigenous Pathogen 4,17,6/16/2018,6800,1,Wet,Indigenous Pathogen ,4,2,117,1,9.482865203
1WetIndigenous Pathogen 4,17,6/16/2018,6800,1,Wet,Indigenous Pathogen ,4,2,117,2,9.5190073
1WetIndigenous Pathogen 4,17,6/16/2018,6800,1,Wet,Indigenous Pathogen ,4,2,117,3,9.385061161
1WetIndigenous Pathogen 4,17,6/16/2018,6800,1,Wet,Indigenous Pathogen ,4,2,117,4,9.46148601
1WetIndigenous Pathogen 4,17,6/16/2018,6800,1,Wet,Indigenous Pathogen ,4,2,117,5,9.458862772
1WetIndigenous Pathogen 4,17,6/16/2018,6800,1,Wet,Indigenous Pathogen ,4,2,117,6,9.51234886
1WetIndigenous Pathogen 4,17,6/16/2018,6800,1,Wet,Indigenous Pathogen ,4,2,117,7,9.461728386
1WetIndigenous Pathogen 4,17,6/16/2018,6800,1,Wet,Indigenous Pathogen ,4,2,117,8,9.469541091
1WetIndigenous Pathogen 4,17,6/16/2018,6800,1,Wet,Indigenous Pathogen ,4,2,117,9,9.464110407
1WetIndigenous Pathogen 4,17,6/16/2018,6800,1,Wet,Indigenous Pathogen ,4,2,117,10,9.48781723
2WetExotic Pathogen 3,17,6/16/2018,6800,2,Wet,Exotic Pathogen ,3,2,118,1,4.710545294
2WetExotic Pathogen 3,17,6/16/2018,6800,2,Wet,Exotic Pathogen ,3,2,118,2,4.701919606
2WetExotic Pathogen 3,17,6/16/2018,6800,2,Wet,Exotic Pathogen ,3,2,118,3,4.574133814
2WetExotic Pathogen 3,17,6/16/2018,6800,2,Wet,Exotic Pathogen ,3,2,118,4,4.581324261
2WetExotic Pathogen 3,17,6/16/2018,6800,2,Wet,Exotic Pathogen ,3,2,118,5,4.541525345
2WetExotic Pathogen 3,17,6/16/2018,6800,2,Wet,Exotic Pathogen ,3,2,118,6,4.509332897
2WetExotic Pathogen 3,17,6/16/2018,6800,2,Wet,Exotic Pathogen ,3,2,118,7,4.454209782
2WetExotic Pathogen 3,17,6/16/2018,6800,2,Wet,Exotic Pathogen ,3,2,118,8,4.425529451
2WetExotic Pathogen 3,17,6/16/2018,6800,2,Wet,Exotic Pathogen ,3,2,118,9,4.417440001
2WetExotic Pathogen 3,17,6/16/2018,6800,2,Wet,Exotic Pathogen ,3,2,118,10,4.420630976
1WetIndigenous Pathogen 3,9,6/8/2018,6800,1,Wet,Indigenous Pathogen ,3,2,138,1,9.501181326
1WetIndigenous Pathogen 3,9,6/8/2018,6800,1,Wet,Indigenous Pathogen ,3,2,138,2,9.596623749
1WetIndigenous Pathogen 3,9,6/8/2018,6800,1,Wet,Indigenous Pathogen ,3,2,138,3,9.516958578
1WetIndigenous Pathogen 3,9,6/8/2018,6800,1,Wet,Indigenous Pathogen ,3,2,138,4,9.365213529
1WetIndigenous Pathogen 3,9,6/8/2018,6800,1,Wet,Indigenous Pathogen ,3,2,138,5,8.704555191
1WetIndigenous Pathogen 3,9,6/8/2018,6800,1,Wet,Indigenous Pathogen ,3,2,138,6,8.365531401
1WetIndigenous Pathogen 3,9,6/8/2018,6800,1,Wet,Indigenous Pathogen ,3,2,138,7,8.272055429
1WetIndigenous Pathogen 3,9,6/8/2018,6800,1,Wet,Indigenous Pathogen ,3,2,138,8,8.079636707
1WetIndigenous Pathogen 3,9,6/8/2018,6800,1,Wet,Indigenous Pathogen ,3,2,138,9,7.880562479
1WetIndigenous Pathogen 3,9,6/8/2018,6800,1,Wet,Indigenous Pathogen ,3,2,138,10,7.696920236
2DroughtIndigenous Pathogen 4,6,6/5/2018,6800,2,Drought,Indigenous Pathogen ,4,2,152,1,0.09465279
2DroughtIndigenous Pathogen 4,6,6/5/2018,6800,2,Drought,Indigenous Pathogen ,4,2,152,2,0.077868796
2DroughtIndigenous Pathogen 4,6,6/5/2018,6800,2,Drought,Indigenous Pathogen ,4,2,152,3,0.090757827
2DroughtIndigenous Pathogen 4,6,6/5/2018,6800,2,Drought,Indigenous Pathogen ,4,2,152,4,0.083436969
2DroughtIndigenous Pathogen 4,6,6/5/2018,6800,2,Drought,Indigenous Pathogen ,4,2,152,5,0.101926831
2DroughtIndigenous Pathogen 4,6,6/5/2018,6800,2,Drought,Indigenous Pathogen ,4,2,152,6,0.084956821
2DroughtIndigenous Pathogen 4,6,6/5/2018,6800,2,Drought,Indigenous Pathogen ,4,2,152,7,0.08455711
2DroughtIndigenous Pathogen 4,6,6/5/2018,6800,2,Drought,Indigenous Pathogen ,4,2,152,8,0.111966535
2DroughtIndigenous Pathogen 4,6,6/5/2018,6800,2,Drought,Indigenous Pathogen ,4,2,152,9,0.045388098
2DroughtIndigenous Pathogen 4,6,6/5/2018,6800,2,Drought,Indigenous Pathogen ,4,2,152,10,0.051621777
2WetIndigenous Pathogen 3,6,6/5/2018,6800,2,Wet,Indigenous Pathogen ,3,2,160,1,6.660143796
2WetIndigenous Pathogen 3,6,6/5/2018,6800,2,Wet,Indigenous Pathogen ,3,2,160,2,6.663334167
2WetIndigenous Pathogen 3,6,6/5/2018,6800,2,Wet,Indigenous Pathogen ,3,2,160,3,6.665520584
2WetIndigenous Pathogen 3,6,6/5/2018,6800,2,Wet,Indigenous Pathogen ,3,2,160,4,6.741176399
2WetIndigenous Pathogen 3,6,6/5/2018,6800,2,Wet,Indigenous Pathogen ,3,2,160,5,6.704295579
2WetIndigenous Pathogen 3,6,6/5/2018,6800,2,Wet,Indigenous Pathogen ,3,2,160,6,6.690826635
2WetIndigenous Pathogen 3,6,6/5/2018,6800,2,Wet,Indigenous Pathogen ,3,2,160,7,6.657197426
2WetIndigenous Pathogen 3,6,6/5/2018,6800,2,Wet,Indigenous Pathogen ,3,2,160,8,6.586733298
2WetIndigenous Pathogen 3,6,6/5/2018,6800,2,Wet,Indigenous Pathogen ,3,2,160,9,6.57566155
2WetIndigenous Pathogen 3,6,6/5/2018,6800,2,Wet,Indigenous Pathogen ,3,2,160,10,6.490574234
1WetExotic Pathogen 6,5,6/4/2018,6400,1,Wet,Exotic Pathogen ,6,3,20,1,4.190512662
1WetExotic Pathogen 6,5,6/4/2018,6400,1,Wet,Exotic Pathogen ,6,3,20,2,5.510681471
1WetExotic Pathogen 6,5,6/4/2018,6400,1,Wet,Exotic Pathogen ,6,3,20,3,5.285121994
1WetExotic Pathogen 6,5,6/4/2018,6400,1,Wet,Exotic Pathogen ,6,3,20,4,6.19346712
1WetExotic Pathogen 6,5,6/4/2018,6400,1,Wet,Exotic Pathogen ,6,3,20,5,5.919630894
1WetExotic Pathogen 6,5,6/4/2018,6400,1,Wet,Exotic Pathogen ,6,3,20,6,5.525558489
1WetExotic Pathogen 6,5,6/4/2018,6400,1,Wet,Exotic Pathogen ,6,3,20,7,6.817287699
1WetExotic Pathogen 6,5,6/4/2018,6400,1,Wet,Exotic Pathogen ,6,3,20,8,5.076598162
1WetExotic Pathogen 6,5,6/4/2018,6400,1,Wet,Exotic Pathogen ,6,3,20,9,7.082815633
1WetExotic Pathogen 6,5,6/4/2018,6400,1,Wet,Exotic Pathogen ,6,3,20,10,6.435260343
1WetExotic Pathogen 6,5,6/4/2018,6400,1,Wet,Exotic Pathogen ,6,3,20,11,6.515874738
1WetExotic Pathogen 6,5,6/4/2018,6400,1,Wet,Exotic Pathogen ,6,3,20,12,6.151649921
1WetExotic Pathogen 6,5,6/4/2018,6400,1,Wet,Exotic Pathogen ,6,3,20,13,6.604029074
2DroughtExotic Pathogen 5,37,7/6/2018,6400,2,Drought,Exotic Pathogen ,5,3,25,1,1.452534791
2DroughtExotic Pathogen 5,37,7/6/2018,6400,2,Drought,Exotic Pathogen ,5,3,25,2,1.182608384
2DroughtExotic Pathogen 5,37,7/6/2018,6400,2,Drought,Exotic Pathogen ,5,3,25,3,1.525870369
2DroughtExotic Pathogen 5,37,7/6/2018,6400,2,Drought,Exotic Pathogen ,5,3,25,4,1.676208763
2DroughtExotic Pathogen 5,37,7/6/2018,6400,2,Drought,Exotic Pathogen ,5,3,25,5,1.560020274
2DroughtExotic Pathogen 5,37,7/6/2018,6400,2,Drought,Exotic Pathogen ,5,3,25,6,1.932283346
2DroughtExotic Pathogen 5,37,7/6/2018,6400,2,Drought,Exotic Pathogen ,5,3,25,7,1.641235392
2DroughtExotic Pathogen 5,37,7/6/2018,6400,2,Drought,Exotic Pathogen ,5,3,25,8,1.502229656
2DroughtExotic Pathogen 5,37,7/6/2018,6400,2,Drought,Exotic Pathogen ,5,3,25,9,1.700163863
